t	w	a
3.138900	0.145291	0.295234
3.139000	0.145148	0.295248
3.139100	0.145006	0.295263
3.139200	0.144863	0.295277
3.139300	0.144720	0.295292
3.139400	0.144577	0.295306
3.139500	0.144435	0.295320
3.139600	0.144292	0.295335
3.139700	0.144149	0.295349
3.139800	0.144006	0.295364
3.139900	0.143863	0.295378
3.140000	0.143721	0.295393
3.140100	0.143578	0.295407
3.140200	0.143435	0.295421
3.140300	0.143292	0.295436
3.140400	0.143149	0.295450
3.140500	0.143007	0.295464
3.140600	0.142864	0.295478
3.140700	0.142721	0.295493
3.140800	0.142578	0.295507
3.140900	0.142435	0.295521
3.141000	0.142292	0.295536
3.141100	0.142150	0.295550
3.141200	0.142007	0.295564
3.141300	0.141864	0.295578
3.141400	0.141721	0.295592
3.141500	0.141578	0.295606
3.141600	0.141435	0.295621
3.141700	0.141292	0.295635
3.141800	0.141149	0.295649
3.141900	0.141006	0.295663
3.142000	0.140864	0.295677
3.142100	0.140721	0.295691
3.142200	0.140578	0.295705
3.142300	0.140435	0.295719
3.142400	0.140292	0.295733
3.142500	0.140149	0.295747
3.142600	0.140006	0.295761
3.142700	0.139863	0.295775
3.142800	0.139720	0.295789
3.142900	0.139577	0.295803
3.143000	0.139434	0.295817
3.143100	0.139291	0.295831
3.143200	0.139148	0.295845
3.143300	0.139005	0.295859
3.143400	0.138862	0.295873
3.143500	0.138719	0.295887
3.143600	0.138576	0.295901
3.143700	0.138433	0.295915
3.143800	0.138290	0.295928
3.143900	0.138147	0.295942
3.144000	0.138004	0.295956
3.144100	0.137861	0.295970
3.144200	0.137718	0.295984
3.144300	0.137574	0.295997
3.144400	0.137431	0.296011
3.144500	0.137288	0.296025
3.144600	0.137145	0.296039
3.144700	0.137002	0.296052
3.144800	0.136859	0.296066
3.144900	0.136716	0.296080
3.145000	0.136573	0.296093
3.145100	0.136430	0.296107
3.145200	0.136287	0.296121
3.145300	0.136143	0.296134
3.145400	0.136000	0.296148
3.145500	0.135857	0.296161
3.145600	0.135714	0.296175
3.145700	0.135571	0.296189
3.145800	0.135428	0.296202
3.145900	0.135284	0.296216
3.146000	0.135141	0.296229
3.146100	0.134998	0.296243
3.146200	0.134855	0.296256
3.146300	0.134712	0.296270
3.146400	0.134568	0.296283
3.146500	0.134425	0.296297
3.146600	0.134282	0.296310
3.146700	0.134139	0.296323
3.146800	0.133996	0.296337
3.146900	0.133852	0.296350
3.147000	0.133709	0.296364
3.147100	0.133566	0.296377
3.147200	0.133423	0.296390
3.147300	0.133279	0.296404
3.147400	0.133136	0.296417
3.147500	0.132993	0.296430
3.147600	0.132850	0.296444
3.147700	0.132706	0.296457
3.147800	0.132563	0.296470
3.147900	0.132420	0.296483
3.148000	0.132276	0.296497
3.148100	0.132133	0.296510
3.148200	0.131990	0.296523
3.148300	0.131846	0.296536
3.148400	0.131703	0.296549
3.148500	0.131560	0.296562
3.148600	0.131416	0.296576
3.148700	0.131273	0.296589
3.148800	0.131130	0.296602
3.148900	0.130986	0.296615
3.149000	0.130843	0.296628
3.149100	0.130700	0.296641
3.149200	0.130556	0.296654
3.149300	0.130413	0.296667
3.149400	0.130269	0.296680
3.149500	0.130126	0.296693
3.149600	0.129983	0.296706
3.149700	0.129839	0.296719
3.149800	0.129696	0.296732
3.149900	0.129552	0.296745
3.150000	0.129409	0.296758
3.150100	0.129265	0.296771
3.150200	0.129122	0.296784
3.150300	0.128979	0.296797
3.150400	0.128835	0.296810
3.150500	0.128692	0.296823
3.150600	0.128548	0.296836
3.150700	0.128405	0.296848
3.150800	0.128261	0.296861
3.150900	0.128118	0.296874
3.151000	0.127974	0.296887
3.151100	0.127831	0.296900
3.151200	0.127687	0.296912
3.151300	0.127544	0.296925
3.151400	0.127400	0.296938
3.151500	0.127257	0.296951
3.151600	0.127113	0.296963
3.151700	0.126970	0.296976
3.151800	0.126826	0.296989
3.151900	0.126683	0.297002
3.152000	0.126539	0.297014
3.152100	0.126395	0.297027
3.152200	0.126252	0.297039
3.152300	0.126108	0.297052
3.152400	0.125965	0.297065
3.152500	0.125821	0.297077
3.152600	0.125678	0.297090
3.152700	0.125534	0.297102
3.152800	0.125390	0.297115
3.152900	0.125247	0.297127
3.153000	0.125103	0.297140
3.153100	0.124960	0.297152
3.153200	0.124816	0.297165
3.153300	0.124672	0.297177
3.153400	0.124529	0.297190
3.153500	0.124385	0.297202
3.153600	0.124241	0.297215
3.153700	0.124098	0.297227
3.153800	0.123954	0.297240
3.153900	0.123810	0.297252
3.154000	0.123667	0.297264
3.154100	0.123523	0.297277
3.154200	0.123379	0.297289
3.154300	0.123236	0.297301
3.154400	0.123092	0.297314
3.154500	0.122948	0.297326
3.154600	0.122805	0.297338
3.154700	0.122661	0.297351
3.154800	0.122517	0.297363
3.154900	0.122374	0.297375
3.155000	0.122230	0.297387
3.155100	0.122086	0.297400
3.155200	0.121942	0.297412
3.155300	0.121799	0.297424
3.155400	0.121655	0.297436
3.155500	0.121511	0.297448
3.155600	0.121367	0.297460
3.155700	0.121224	0.297473
3.155800	0.121080	0.297485
3.155900	0.120936	0.297497
3.156000	0.120792	0.297509
3.156100	0.120648	0.297521
3.156200	0.120505	0.297533
3.156300	0.120361	0.297545
3.156400	0.120217	0.297557
3.156500	0.120073	0.297569
3.156600	0.119929	0.297581
3.156700	0.119786	0.297593
3.156800	0.119642	0.297605
3.156900	0.119498	0.297617
3.157000	0.119354	0.297629
3.157100	0.119210	0.297641
3.157200	0.119066	0.297653
3.157300	0.118923	0.297665
3.157400	0.118779	0.297677
3.157500	0.118635	0.297688
3.157600	0.118491	0.297700
3.157700	0.118347	0.297712
3.157800	0.118203	0.297724
3.157900	0.118059	0.297736
3.158000	0.117915	0.297748
3.158100	0.117772	0.297759
3.158200	0.117628	0.297771
3.158300	0.117484	0.297783
3.158400	0.117340	0.297795
3.158500	0.117196	0.297806
3.158600	0.117052	0.297818
3.158700	0.116908	0.297830
3.158800	0.116764	0.297841
3.158900	0.116620	0.297853
3.159000	0.116476	0.297865
3.159100	0.116332	0.297876
3.159200	0.116188	0.297888
3.159300	0.116044	0.297900
3.159400	0.115900	0.297911
3.159500	0.115756	0.297923
3.159600	0.115612	0.297934
3.159700	0.115468	0.297946
3.159800	0.115324	0.297957
3.159900	0.115180	0.297969
3.160000	0.115036	0.297980
3.160100	0.114892	0.297992
3.160200	0.114748	0.298003
3.160300	0.114604	0.298015
3.160400	0.114460	0.298026
3.160500	0.114316	0.298038
3.160600	0.114172	0.298049
3.160700	0.114028	0.298061
3.160800	0.113884	0.298072
3.160900	0.113740	0.298083
3.161000	0.113596	0.298095
3.161100	0.113452	0.298106
3.161200	0.113308	0.298118
3.161300	0.113164	0.298129
3.161400	0.113020	0.298140
3.161500	0.112876	0.298151
3.161600	0.112732	0.298163
3.161700	0.112588	0.298174
3.161800	0.112443	0.298185
3.161900	0.112299	0.298196
3.162000	0.112155	0.298208
3.162100	0.112011	0.298219
3.162200	0.111867	0.298230
3.162300	0.111723	0.298241
3.162400	0.111579	0.298252
3.162500	0.111435	0.298264
3.162600	0.111290	0.298275
3.162700	0.111146	0.298286
3.162800	0.111002	0.298297
3.162900	0.110858	0.298308
3.163000	0.110714	0.298319
3.163100	0.110570	0.298330
3.163200	0.110425	0.298341
3.163300	0.110281	0.298352
3.163400	0.110137	0.298363
3.163500	0.109993	0.298374
3.163600	0.109849	0.298385
3.163700	0.109705	0.298396
3.163800	0.109560	0.298407
3.163900	0.109416	0.298418
3.164000	0.109272	0.298429
3.164100	0.109128	0.298440
3.164200	0.108983	0.298451
3.164300	0.108839	0.298462
3.164400	0.108695	0.298473
3.164500	0.108551	0.298484
3.164600	0.108407	0.298494
3.164700	0.108262	0.298505
3.164800	0.108118	0.298516
3.164900	0.107974	0.298527
3.165000	0.107829	0.298538
3.165100	0.107685	0.298548
3.165200	0.107541	0.298559
3.165300	0.107397	0.298570
3.165400	0.107252	0.298581
3.165500	0.107108	0.298591
3.165600	0.106964	0.298602
3.165700	0.106819	0.298613
3.165800	0.106675	0.298623
3.165900	0.106531	0.298634
3.166000	0.106387	0.298645
3.166100	0.106242	0.298655
3.166200	0.106098	0.298666
3.166300	0.105954	0.298677
3.166400	0.105809	0.298687
3.166500	0.105665	0.298698
3.166600	0.105521	0.298708
3.166700	0.105376	0.298719
3.166800	0.105232	0.298729
3.166900	0.105087	0.298740
3.167000	0.104943	0.298750
3.167100	0.104799	0.298761
3.167200	0.104654	0.298771
3.167300	0.104510	0.298782
3.167400	0.104366	0.298792
3.167500	0.104221	0.298803
3.167600	0.104077	0.298813
3.167700	0.103932	0.298824
3.167800	0.103788	0.298834
3.167900	0.103644	0.298844
3.168000	0.103499	0.298855
3.168100	0.103355	0.298865
3.168200	0.103210	0.298875
3.168300	0.103066	0.298886
3.168400	0.102922	0.298896
3.168500	0.102777	0.298906
3.168600	0.102633	0.298916
3.168700	0.102488	0.298927
3.168800	0.102344	0.298937
3.168900	0.102199	0.298947
3.169000	0.102055	0.298957
3.169100	0.101910	0.298968
3.169200	0.101766	0.298978
3.169300	0.101621	0.298988
3.169400	0.101477	0.298998
3.169500	0.101332	0.299008
3.169600	0.101188	0.299018
3.169700	0.101043	0.299029
3.169800	0.100899	0.299039
3.169900	0.100754	0.299049
3.170000	0.100610	0.299059
3.170100	0.100465	0.299069
3.170200	0.100321	0.299079
3.170300	0.100176	0.299089
3.170400	0.100032	0.299099
3.170500	0.099887	0.299109
3.170600	0.099743	0.299119
3.170700	0.099598	0.299129
3.170800	0.099454	0.299139
3.170900	0.099309	0.299149
3.171000	0.099165	0.299159
3.171100	0.099020	0.299169
3.171200	0.098875	0.299178
3.171300	0.098731	0.299188
3.171400	0.098586	0.299198
3.171500	0.098442	0.299208
3.171600	0.098297	0.299218
3.171700	0.098153	0.299228
3.171800	0.098008	0.299238
3.171900	0.097863	0.299247
3.172000	0.097719	0.299257
3.172100	0.097574	0.299267
3.172200	0.097430	0.299277
3.172300	0.097285	0.299286
3.172400	0.097140	0.299296
3.172500	0.096996	0.299306
3.172600	0.096851	0.299315
3.172700	0.096706	0.299325
3.172800	0.096562	0.299335
3.172900	0.096417	0.299344
3.173000	0.096272	0.299354
3.173100	0.096128	0.299364
3.173200	0.095983	0.299373
3.173300	0.095839	0.299383
3.173400	0.095694	0.299392
3.173500	0.095549	0.299402
3.173600	0.095405	0.299412
3.173700	0.095260	0.299421
3.173800	0.095115	0.299431
3.173900	0.094970	0.299440
3.174000	0.094826	0.299450
3.174100	0.094681	0.299459
3.174200	0.094536	0.299469
3.174300	0.094392	0.299478
3.174400	0.094247	0.299487
3.174500	0.094102	0.299497
3.174600	0.093958	0.299506
3.174700	0.093813	0.299516
3.174800	0.093668	0.299525
3.174900	0.093523	0.299534
3.175000	0.093379	0.299544
3.175100	0.093234	0.299553
3.175200	0.093089	0.299562
3.175300	0.092944	0.299572
3.175400	0.092800	0.299581
3.175500	0.092655	0.299590
3.175600	0.092510	0.299600
3.175700	0.092365	0.299609
3.175800	0.092221	0.299618
3.175900	0.092076	0.299627
3.176000	0.091931	0.299636
3.176100	0.091786	0.299646
3.176200	0.091641	0.299655
3.176300	0.091497	0.299664
3.176400	0.091352	0.299673
3.176500	0.091207	0.299682
3.176600	0.091062	0.299691
3.176700	0.090917	0.299700
3.176800	0.090773	0.299709
3.176900	0.090628	0.299719
3.177000	0.090483	0.299728
3.177100	0.090338	0.299737
3.177200	0.090193	0.299746
3.177300	0.090048	0.299755
3.177400	0.089904	0.299764
3.177500	0.089759	0.299773
3.177600	0.089614	0.299782
3.177700	0.089469	0.299791
3.177800	0.089324	0.299800
3.177900	0.089179	0.299808
3.178000	0.089035	0.299817
3.178100	0.088890	0.299826
3.178200	0.088745	0.299835
3.178300	0.088600	0.299844
3.178400	0.088455	0.299853
3.178500	0.088310	0.299862
3.178600	0.088165	0.299871
3.178700	0.088020	0.299879
3.178800	0.087875	0.299888
3.178900	0.087731	0.299897
3.179000	0.087586	0.299906
3.179100	0.087441	0.299914
3.179200	0.087296	0.299923
3.179300	0.087151	0.299932
3.179400	0.087006	0.299941
3.179500	0.086861	0.299949
3.179600	0.086716	0.299958
3.179700	0.086571	0.299967
3.179800	0.086426	0.299975
3.179900	0.086281	0.299984
3.180000	0.086136	0.299993
3.180100	0.085991	0.300001
3.180200	0.085846	0.300010
3.180300	0.085701	0.300018
3.180400	0.085557	0.300027
3.180500	0.085412	0.300035
3.180600	0.085267	0.300044
3.180700	0.085122	0.300052
3.180800	0.084977	0.300061
3.180900	0.084832	0.300069
3.181000	0.084687	0.300078
3.181100	0.084542	0.300086
3.181200	0.084397	0.300095
3.181300	0.084252	0.300103
3.181400	0.084107	0.300112
3.181500	0.083962	0.300120
3.181600	0.083817	0.300128
3.181700	0.083672	0.300137
3.181800	0.083527	0.300145
3.181900	0.083382	0.300154
3.182000	0.083237	0.300162
3.182100	0.083092	0.300170
3.182200	0.082946	0.300179
3.182300	0.082801	0.300187
3.182400	0.082656	0.300195
3.182500	0.082511	0.300203
3.182600	0.082366	0.300212
3.182700	0.082221	0.300220
3.182800	0.082076	0.300228
3.182900	0.081931	0.300236
3.183000	0.081786	0.300244
3.183100	0.081641	0.300253
3.183200	0.081496	0.300261
3.183300	0.081351	0.300269
3.183400	0.081206	0.300277
3.183500	0.081061	0.300285
3.183600	0.080916	0.300293
3.183700	0.080771	0.300301
3.183800	0.080625	0.300309
3.183900	0.080480	0.300317
3.184000	0.080335	0.300325
3.184100	0.080190	0.300334
3.184200	0.080045	0.300342
3.184300	0.079900	0.300350
3.184400	0.079755	0.300357
3.184500	0.079610	0.300365
3.184600	0.079465	0.300373
3.184700	0.079319	0.300381
3.184800	0.079174	0.300389
3.184900	0.079029	0.300397
3.185000	0.078884	0.300405
3.185100	0.078739	0.300413
3.185200	0.078594	0.300421
3.185300	0.078449	0.300429
3.185400	0.078303	0.300437
3.185500	0.078158	0.300444
3.185600	0.078013	0.300452
3.185700	0.077868	0.300460
3.185800	0.077723	0.300468
3.185900	0.077578	0.300475
3.186000	0.077432	0.300483
3.186100	0.077287	0.300491
3.186200	0.077142	0.300499
3.186300	0.076997	0.300506
3.186400	0.076852	0.300514
3.186500	0.076706	0.300522
3.186600	0.076561	0.300529
3.186700	0.076416	0.300537
3.186800	0.076271	0.300545
3.186900	0.076126	0.300552
3.187000	0.075980	0.300560
3.187100	0.075835	0.300568
3.187200	0.075690	0.300575
3.187300	0.075545	0.300583
3.187400	0.075400	0.300590
3.187500	0.075254	0.300598
3.187600	0.075109	0.300605
3.187700	0.074964	0.300613
3.187800	0.074819	0.300620
3.187900	0.074673	0.300628
3.188000	0.074528	0.300635
3.188100	0.074383	0.300643
3.188200	0.074238	0.300650
3.188300	0.074092	0.300658
3.188400	0.073947	0.300665
3.188500	0.073802	0.300672
3.188600	0.073657	0.300680
3.188700	0.073511	0.300687
3.188800	0.073366	0.300694
3.188900	0.073221	0.300702
3.189000	0.073075	0.300709
3.189100	0.072930	0.300716
3.189200	0.072785	0.300724
3.189300	0.072640	0.300731
3.189400	0.072494	0.300738
3.189500	0.072349	0.300745
3.189600	0.072204	0.300753
3.189700	0.072058	0.300760
3.189800	0.071913	0.300767
3.189900	0.071768	0.300774
3.190000	0.071622	0.300781
3.190100	0.071477	0.300789
3.190200	0.071332	0.300796
3.190300	0.071186	0.300803
3.190400	0.071041	0.300810
3.190500	0.070896	0.300817
3.190600	0.070750	0.300824
3.190700	0.070605	0.300831
3.190800	0.070460	0.300838
3.190900	0.070314	0.300845
3.191000	0.070169	0.300852
3.191100	0.070024	0.300859
3.191200	0.069878	0.300866
3.191300	0.069733	0.300873
3.191400	0.069588	0.300880
3.191500	0.069442	0.300887
3.191600	0.069297	0.300894
3.191700	0.069151	0.300901
3.191800	0.069006	0.300908
3.191900	0.068861	0.300915
3.192000	0.068715	0.300922
3.192100	0.068570	0.300929
3.192200	0.068425	0.300935
3.192300	0.068279	0.300942
3.192400	0.068134	0.300949
3.192500	0.067988	0.300956
3.192600	0.067843	0.300963
3.192700	0.067698	0.300969
3.192800	0.067552	0.300976
3.192900	0.067407	0.300983
3.193000	0.067261	0.300990
3.193100	0.067116	0.300996
3.193200	0.066970	0.301003
3.193300	0.066825	0.301010
3.193400	0.066680	0.301016
3.193500	0.066534	0.301023
3.193600	0.066389	0.301030
3.193700	0.066243	0.301036
3.193800	0.066098	0.301043
3.193900	0.065952	0.301050
3.194000	0.065807	0.301056
3.194100	0.065662	0.301063
3.194200	0.065516	0.301069
3.194300	0.065371	0.301076
3.194400	0.065225	0.301082
3.194500	0.065080	0.301089
3.194600	0.064934	0.301095
3.194700	0.064789	0.301102
3.194800	0.064643	0.301108
3.194900	0.064498	0.301115
3.195000	0.064352	0.301121
3.195100	0.064207	0.301128
3.195200	0.064061	0.301134
3.195300	0.063916	0.301141
3.195400	0.063770	0.301147
3.195500	0.063625	0.301153
3.195600	0.063479	0.301160
3.195700	0.063334	0.301166
3.195800	0.063188	0.301172
3.195900	0.063043	0.301179
3.196000	0.062897	0.301185
3.196100	0.062752	0.301191
3.196200	0.062606	0.301197
3.196300	0.062461	0.301204
3.196400	0.062315	0.301210
3.196500	0.062170	0.301216
3.196600	0.062024	0.301222
3.196700	0.061879	0.301229
3.196800	0.061733	0.301235
3.196900	0.061588	0.301241
3.197000	0.061442	0.301247
3.197100	0.061297	0.301253
3.197200	0.061151	0.301259
3.197300	0.061006	0.301265
3.197400	0.060860	0.301272
3.197500	0.060715	0.301278
3.197600	0.060569	0.301284
3.197700	0.060423	0.301290
3.197800	0.060278	0.301296
3.197900	0.060132	0.301302
3.198000	0.059987	0.301308
3.198100	0.059841	0.301314
3.198200	0.059696	0.301320
3.198300	0.059550	0.301326
3.198400	0.059404	0.301332
3.198500	0.059259	0.301338
3.198600	0.059113	0.301344
3.198700	0.058968	0.301349
3.198800	0.058822	0.301355
3.198900	0.058677	0.301361
3.199000	0.058531	0.301367
3.199100	0.058385	0.301373
3.199200	0.058240	0.301379
3.199300	0.058094	0.301385
3.199400	0.057949	0.301390
3.199500	0.057803	0.301396
3.199600	0.057657	0.301402
3.199700	0.057512	0.301408
3.199800	0.057366	0.301413
3.199900	0.057220	0.301419
3.200000	0.057075	0.301425
3.200100	0.056929	0.301431
3.200200	0.056784	0.301436
3.200300	0.056638	0.301442
3.200400	0.056492	0.301448
3.200500	0.056347	0.301453
3.200600	0.056201	0.301459
3.200700	0.056055	0.301464
3.200800	0.055910	0.301470
3.200900	0.055764	0.301476
3.201000	0.055619	0.301481
3.201100	0.055473	0.301487
3.201200	0.055327	0.301492
3.201300	0.055182	0.301498
3.201400	0.055036	0.301503
3.201500	0.054890	0.301509
3.201600	0.054745	0.301514
3.201700	0.054599	0.301520
3.201800	0.054453	0.301525
3.201900	0.054308	0.301531
3.202000	0.054162	0.301536
3.202100	0.054016	0.301542
3.202200	0.053871	0.301547
3.202300	0.053725	0.301552
3.202400	0.053579	0.301558
3.202500	0.053434	0.301563
3.202600	0.053288	0.301568
3.202700	0.053142	0.301574
3.202800	0.052996	0.301579
3.202900	0.052851	0.301584
3.203000	0.052705	0.301590
3.203100	0.052559	0.301595
3.203200	0.052414	0.301600
3.203300	0.052268	0.301605
3.203400	0.052122	0.301611
3.203500	0.051977	0.301616
3.203600	0.051831	0.301621
3.203700	0.051685	0.301626
3.203800	0.051539	0.301631
3.203900	0.051394	0.301636
3.204000	0.051248	0.301642
3.204100	0.051102	0.301647
3.204200	0.050957	0.301652
3.204300	0.050811	0.301657
3.204400	0.050665	0.301662
3.204500	0.050519	0.301667
3.204600	0.050374	0.301672
3.204700	0.050228	0.301677
3.204800	0.050082	0.301682
3.204900	0.049936	0.301687
3.205000	0.049791	0.301692
3.205100	0.049645	0.301697
3.205200	0.049499	0.301702
3.205300	0.049353	0.301707
3.205400	0.049208	0.301712
3.205500	0.049062	0.301717
3.205600	0.048916	0.301722
3.205700	0.048770	0.301727
3.205800	0.048625	0.301731
3.205900	0.048479	0.301736
3.206000	0.048333	0.301741
3.206100	0.048187	0.301746
3.206200	0.048042	0.301751
3.206300	0.047896	0.301756
3.206400	0.047750	0.301760
